GroupApproximation.ChainRadical.exists_cornerUnitHom_eq	GroupApproximation.Leavitt.CornerUnitHom	112
GroupApproximation.ClopenCrossedProduct.unit_mul_coeff_mul_inv	GroupApproximation.Dynamics.ClopenCrossedProduct	131
GroupApproximation.elementaryUnit_commutator	GroupApproximation.Leavitt.ElementaryGroup	80
GroupApproximation.FinitaryLinear.elementaryGroup_zmodTwo_eq_top	GroupApproximation.Algebra.FinitaryLinearBinarySimple	48
GroupApproximation.FinitaryLinear.isSimpleGroup_units_matrix_zmodTwo	GroupApproximation.Algebra.FinitaryLinearBinarySimple	99
GroupApproximation.Full.A2Endpoint.exists_fg_kazhdan_lef_not_rf_not_fp_not_simple	GroupApproximation.Manuscript.SimpleKazhdanSofic.Full.A2Endpoint.Endpoint	39
GroupApproximation.Full.A2Endpoint.not_hasFactorizationProperty_of_kazhdan_of_not_residuallyFinite	GroupApproximation.Manuscript.SimpleKazhdanSofic.Full.A2Endpoint.Endpoint	32
GroupApproximation.Full.A2Endpoint.not_isSimpleGroup_thomGroup_zmod	GroupApproximation.Manuscript.SimpleKazhdanSofic.Full.A2Endpoint.ThomGroup	309
GroupApproximation.Full.A2Endpoint.ozawa_not_hasLocalLiftingProperty	GroupApproximation.Manuscript.SimpleKazhdanSofic.Full.A2Endpoint.Endpoint	48
GroupApproximation.Full.A2Kirchberg.isResiduallyFinite_of_hasKazhdanPropertyT_of_hasFactorizationProperty	GroupApproximation.Manuscript.SimpleKazhdanSofic.Full.A2Kirchberg.Theorem	125
GroupApproximation.Full.A2Kirchberg.not_hasFactorizationProperty_of_isSimpleGroup_of_infinite_of_kazhdan	GroupApproximation.Manuscript.SimpleKazhdanSofic.Full.A2Kirchberg.Theorem	135
GroupApproximation.Full.A2LocalLifting.HasLocalLiftingProperty	GroupApproximation.Manuscript.SimpleKazhdanSofic.Full.A2LocalLifting.Property	78
GroupApproximation.Full.A2LocalLifting.not_hasLocalLiftingProperty_of_not_hasFactorizationProperty	GroupApproximation.Manuscript.SimpleKazhdanSofic.Full.A2LocalLifting.Factorization	295
GroupApproximation.Full.SK01.IsFiniteSimpleSL3NF2	GroupApproximation.Manuscript.SimpleKazhdanSofic.Full.Definitions.MarkedGroups	112
GroupApproximation.Full.SK01.limitsOfFiniteGroupsAreLEF	GroupApproximation.Manuscript.SimpleKazhdanSofic.Full.Definitions.MarkedGroups	141
GroupApproximation.Full.SK01.limitsOfFiniteGroupsAreLEFPrinted	GroupApproximation.Manuscript.SimpleKazhdanSofic.Full.Definitions.MarkedGroups	148
GroupApproximation.Full.SK01.printedIsHyperlinear_of_isSofic	GroupApproximation.Manuscript.SimpleKazhdanSofic.Full.Definitions.SoficPrinted	170
GroupApproximation.Full.SK01.printedIsSofic_iff	GroupApproximation.Manuscript.SimpleKazhdanSofic.Full.Definitions.SoficPrinted	132
GroupApproximation.Full.SK02.commutator_mem_ne_one	GroupApproximation.Manuscript.SimpleKazhdanSofic.Full.GeneralSimplicity.Endpoints	91
GroupApproximation.Full.SK02.generalSimple	GroupApproximation.Manuscript.SimpleKazhdanSofic.Full.GeneralSimplicity.Endpoints	49
GroupApproximation.Full.SK02.generalSimple_printed	GroupApproximation.Manuscript.SimpleKazhdanSofic.Full.GeneralSimplicity.Endpoints	59
GroupApproximation.Full.SK02.stepOne_commutator	GroupApproximation.Manuscript.SimpleKazhdanSofic.Full.GeneralSimplicity.Endpoints	121
GroupApproximation.Full.SK02.stepOne_movedPointsDense	GroupApproximation.Manuscript.SimpleKazhdanSofic.Full.GeneralSimplicity.Endpoints	76
GroupApproximation.Full.SK02.stepOne_nonCommutingRoot	GroupApproximation.Manuscript.SimpleKazhdanSofic.Full.GeneralSimplicity.Endpoints	105
GroupApproximation.Full.SK02.stepOne_smallSets	GroupApproximation.Manuscript.SimpleKazhdanSofic.Full.GeneralSimplicity.Endpoints	83
GroupApproximation.Full.SK02.stepThree_charFn_smul_mem	GroupApproximation.Manuscript.SimpleKazhdanSofic.Full.GeneralSimplicity.Endpoints	302
GroupApproximation.Full.SK02.stepThree_eq_top_of_one_mem	GroupApproximation.Manuscript.SimpleKazhdanSofic.Full.GeneralSimplicity.Endpoints	278
GroupApproximation.Full.SK02.stepThree_finiteCover	GroupApproximation.Manuscript.SimpleKazhdanSofic.Full.GeneralSimplicity.Endpoints	295
GroupApproximation.Full.SK02.stepThree_levelIdeal	GroupApproximation.Manuscript.SimpleKazhdanSofic.Full.GeneralSimplicity.Endpoints	272
GroupApproximation.Full.SK02.stepThree_normalSubgroupEqTop	GroupApproximation.Manuscript.SimpleKazhdanSofic.Full.GeneralSimplicity.Endpoints	329
GroupApproximation.Full.SK02.stepThree_one_mem	GroupApproximation.Manuscript.SimpleKazhdanSofic.Full.GeneralSimplicity.Endpoints	316
GroupApproximation.Full.SK02.stepTwo_commutatorWitness	GroupApproximation.Manuscript.SimpleKazhdanSofic.Full.GeneralSimplicity.Endpoints	257
GroupApproximation.Full.SK02.stepTwo_epsilon_mul_epsilon	GroupApproximation.Manuscript.SimpleKazhdanSofic.Full.GeneralSimplicity.Endpoints	160
GroupApproximation.Full.SK02.stepTwo_epsilon_ne_zero	GroupApproximation.Manuscript.SimpleKazhdanSofic.Full.GeneralSimplicity.Endpoints	170
GroupApproximation.Full.SK02.stepTwo_epsilonSpan_mul_mem	GroupApproximation.Manuscript.SimpleKazhdanSofic.Full.GeneralSimplicity.Endpoints	194
GroupApproximation.Full.SK02.stepTwo_glSimple	GroupApproximation.Manuscript.SimpleKazhdanSofic.Full.GeneralSimplicity.Endpoints	234
GroupApproximation.Full.SK02.stepTwo_mul_charFn_mul_mem	GroupApproximation.Manuscript.SimpleKazhdanSofic.Full.GeneralSimplicity.Endpoints	241
GroupApproximation.Full.SK02.stepTwo_ringCopy	GroupApproximation.Manuscript.SimpleKazhdanSofic.Full.GeneralSimplicity.Endpoints	179
GroupApproximation.Full.SK02.stepTwo_towerCopy	GroupApproximation.Manuscript.SimpleKazhdanSofic.Full.GeneralSimplicity.Endpoints	208
GroupApproximation.Full.SK03.closure_elementaryGenerators_eq_top	GroupApproximation.Manuscript.SimpleKazhdanSofic.Full.GeneralRingT.Elementary	164
GroupApproximation.Full.SK03.elementaryGeneration	GroupApproximation.Manuscript.SimpleKazhdanSofic.Full.GeneralRingT.Elementary	119
GroupApproximation.Full.SK03.elementaryGroup_fg	GroupApproximation.Manuscript.SimpleKazhdanSofic.Full.GeneralRingT.Elementary	200
GroupApproximation.Full.SK03.elementaryGroup_hasKazhdanPropertyT	GroupApproximation.Manuscript.SimpleKazhdanSofic.Full.GeneralRingT.Elementary	211
GroupApproximation.Full.SK03.generalInfiniteFGKazhdan	GroupApproximation.Manuscript.SimpleKazhdanSofic.Full.GeneralRingT.Endpoints	72
GroupApproximation.Full.SK03.infinite_elementaryGroup_of_injective	GroupApproximation.Manuscript.SimpleKazhdanSofic.Full.GeneralRingT.Elementary	229
GroupApproximation.Full.SK03.printedE12Infinite	GroupApproximation.Manuscript.SimpleKazhdanSofic.Full.GeneralRingT.Endpoints	58
GroupApproximation.Full.SK03.printedEJZ	GroupApproximation.Manuscript.SimpleKazhdanSofic.Full.GeneralRingT.Elementary	222
GroupApproximation.Full.SK03.printedGeneralElementaryIdentities	GroupApproximation.Manuscript.SimpleKazhdanSofic.Full.GeneralRingT.Elementary	52
GroupApproximation.Full.SK03.printedGeneralPartA	GroupApproximation.Manuscript.SimpleKazhdanSofic.Full.GeneralRingT.PartA	42
GroupApproximation.Full.SK03.printedGeneralRing	GroupApproximation.Manuscript.SimpleKazhdanSofic.Full.GeneralRingT.Ring	67
GroupApproximation.Full.SK04.closure_range_elementaryLetterMarking	GroupApproximation.Manuscript.SimpleKazhdanSofic.Full.GeneralExpanders.Expanders	100
GroupApproximation.Full.SK04.coe_elementaryBlockEquivSL_apply	GroupApproximation.Manuscript.SimpleKazhdanSofic.Full.GeneralExpanders.Models	51
GroupApproximation.Full.SK04.eventually_entries_lift	GroupApproximation.Manuscript.SimpleKazhdanSofic.Full.GeneralExpanders.WordEntries	188
GroupApproximation.Full.SK04.eventually_lift_eq_one	GroupApproximation.Manuscript.SimpleKazhdanSofic.Full.GeneralExpanders.WordEntries	232
GroupApproximation.Full.SK04.eventually_lift_ne_one	GroupApproximation.Manuscript.SimpleKazhdanSofic.Full.GeneralExpanders.MarkedLimit	123
GroupApproximation.Full.SK04.isExpanderFamily_matricial	GroupApproximation.Manuscript.SimpleKazhdanSofic.Full.GeneralExpanders.Expanders	257
GroupApproximation.Full.SK04.isExpanderFamily_of_hasKazhdanPropertyT_images	GroupApproximation.Manuscript.SimpleKazhdanSofic.Full.GeneralExpanders.Expanders	43
GroupApproximation.Full.SK04.isExpanderFamily_slMarking	GroupApproximation.Manuscript.SimpleKazhdanSofic.Full.GeneralExpanders.Models	112
GroupApproximation.Full.SK04.isMarkedLimit_matricial	GroupApproximation.Manuscript.SimpleKazhdanSofic.Full.GeneralExpanders.MarkedLimit	161
GroupApproximation.Full.SK04.isMarkedLimit_slMarking	GroupApproximation.Manuscript.SimpleKazhdanSofic.Full.GeneralExpanders.Models	99
GroupApproximation.Full.SK04.isSimpleGroup_sl	GroupApproximation.Manuscript.SimpleKazhdanSofic.Full.GeneralExpanders.Models	89
GroupApproximation.Full.SK04.lift_surjective_of_closure	GroupApproximation.Manuscript.SimpleKazhdanSofic.Full.GeneralExpanders.Expanders	136
GroupApproximation.Full.SK04.printedGeneralTheorem	GroupApproximation.Manuscript.SimpleKazhdanSofic.Full.GeneralExpanders.GeneralTheorem	61
GroupApproximation.Full.SK04.tendsto_card_of_isMarkedLimit	GroupApproximation.Manuscript.SimpleKazhdanSofic.Full.GeneralExpanders.Expanders	183
GroupApproximation.Full.SK04.thm_general_b_printed	GroupApproximation.Manuscript.SimpleKazhdanSofic.Full.GeneralExpanders.Models	221
GroupApproximation.Full.SK05.covariance	GroupApproximation.Manuscript.SimpleKazhdanSofic.Full.MainTheorem.ProofSentences	104
GroupApproximation.Full.SK05.exists_periodic_sameWords_carrier	GroupApproximation.Manuscript.SimpleKazhdanSofic.Full.MainTheorem.ProofSentences	234
GroupApproximation.Full.SK05.exists_recurrence_segment	GroupApproximation.Manuscript.SimpleKazhdanSofic.Full.MainTheorem.ProofSentences	225
GroupApproximation.Full.SK05.forwardOrbit_dense	GroupApproximation.Manuscript.SimpleKazhdanSofic.Full.MainTheorem.ProofSentences	218
GroupApproximation.Full.SK05.ingredients_finiteModels	GroupApproximation.Manuscript.SimpleKazhdanSofic.Full.MainTheorem.ProofIngredients	99
GroupApproximation.Full.SK05.ingredients_normal_contains_copy	GroupApproximation.Manuscript.SimpleKazhdanSofic.Full.MainTheorem.ProofIngredients	124
GroupApproximation.Full.SK05.ingredients_propertyT	GroupApproximation.Manuscript.SimpleKazhdanSofic.Full.MainTheorem.ProofIngredients	68
GroupApproximation.Full.SK05.IngredientsFiniteModels	GroupApproximation.Manuscript.SimpleKazhdanSofic.Full.MainTheorem.ProofIngredients	80
GroupApproximation.Full.SK05.IngredientsPropertyT	GroupApproximation.Manuscript.SimpleKazhdanSofic.Full.MainTheorem.ProofIngredients	57
