GroupApproximation.ChainRadical.exists_cornerUnitHom_eq	GroupApproximation/Leavitt/CornerUnitHom.lean:112
GroupApproximation.ClopenCrossedProduct.unit_mul_coeff_mul_inv	GroupApproximation/Dynamics/ClopenCrossedProduct.lean:131
GroupApproximation.elementaryUnit_commutator	GroupApproximation/Leavitt/ElementaryGroup.lean:80
GroupApproximation.FinitaryLinear.elementaryGroup_zmodTwo_eq_top	GroupApproximation/Algebra/FinitaryLinearBinarySimple.lean:48
GroupApproximation.FinitaryLinear.isSimpleGroup_units_matrix_zmodTwo	GroupApproximation/Algebra/FinitaryLinearBinarySimple.lean:99
GroupApproximation.Full.A2Endpoint.exists_fg_kazhdan_lef_not_rf_not_fp_not_simple	GroupApproximation/Manuscript/SimpleKazhdanSofic/Full/A2Endpoint/Endpoint.lean:39
GroupApproximation.Full.A2Endpoint.not_hasFactorizationProperty_of_kazhdan_of_not_residuallyFinite	GroupApproximation/Manuscript/SimpleKazhdanSofic/Full/A2Endpoint/Endpoint.lean:32
GroupApproximation.Full.A2Endpoint.not_isSimpleGroup_thomGroup_zmod	GroupApproximation/Manuscript/SimpleKazhdanSofic/Full/A2Endpoint/ThomGroup.lean:309
GroupApproximation.Full.A2Endpoint.ozawa_not_hasLocalLiftingProperty	GroupApproximation/Manuscript/SimpleKazhdanSofic/Full/A2Endpoint/Endpoint.lean:48
GroupApproximation.Full.A2Kirchberg.isResiduallyFinite_of_hasKazhdanPropertyT_of_hasFactorizationProperty	GroupApproximation/Manuscript/SimpleKazhdanSofic/Full/A2Kirchberg/Theorem.lean:125
GroupApproximation.Full.A2Kirchberg.not_hasFactorizationProperty_of_isSimpleGroup_of_infinite_of_kazhdan	GroupApproximation/Manuscript/SimpleKazhdanSofic/Full/A2Kirchberg/Theorem.lean:135
GroupApproximation.Full.A2LocalLifting.HasLocalLiftingProperty	GroupApproximation/Manuscript/SimpleKazhdanSofic/Full/A2LocalLifting/Property.lean:78
GroupApproximation.Full.A2LocalLifting.not_hasLocalLiftingProperty_of_not_hasFactorizationProperty	GroupApproximation/Manuscript/SimpleKazhdanSofic/Full/A2LocalLifting/Factorization.lean:295
GroupApproximation.Full.SK01.IsFiniteSimpleSL3NF2	GroupApproximation/Manuscript/SimpleKazhdanSofic/Full/Definitions/MarkedGroups.lean:112
GroupApproximation.Full.SK01.limitsOfFiniteGroupsAreLEF	GroupApproximation/Manuscript/SimpleKazhdanSofic/Full/Definitions/MarkedGroups.lean:141
GroupApproximation.Full.SK01.limitsOfFiniteGroupsAreLEFPrinted	GroupApproximation/Manuscript/SimpleKazhdanSofic/Full/Definitions/MarkedGroups.lean:148
GroupApproximation.Full.SK01.printedIsHyperlinear_of_isSofic	GroupApproximation/Manuscript/SimpleKazhdanSofic/Full/Definitions/SoficPrinted.lean:170
GroupApproximation.Full.SK01.printedIsSofic_iff	GroupApproximation/Manuscript/SimpleKazhdanSofic/Full/Definitions/SoficPrinted.lean:132
GroupApproximation.Full.SK02.commutator_mem_ne_one	GroupApproximation/Manuscript/SimpleKazhdanSofic/Full/GeneralSimplicity/Endpoints.lean:91
GroupApproximation.Full.SK02.generalSimple	GroupApproximation/Manuscript/SimpleKazhdanSofic/Full/GeneralSimplicity/Endpoints.lean:49
GroupApproximation.Full.SK02.generalSimple_printed	GroupApproximation/Manuscript/SimpleKazhdanSofic/Full/GeneralSimplicity/Endpoints.lean:59
GroupApproximation.Full.SK02.stepOne_commutator	GroupApproximation/Manuscript/SimpleKazhdanSofic/Full/GeneralSimplicity/Endpoints.lean:121
GroupApproximation.Full.SK02.stepOne_movedPointsDense	GroupApproximation/Manuscript/SimpleKazhdanSofic/Full/GeneralSimplicity/Endpoints.lean:76
GroupApproximation.Full.SK02.stepOne_nonCommutingRoot	GroupApproximation/Manuscript/SimpleKazhdanSofic/Full/GeneralSimplicity/Endpoints.lean:105
GroupApproximation.Full.SK02.stepOne_smallSets	GroupApproximation/Manuscript/SimpleKazhdanSofic/Full/GeneralSimplicity/Endpoints.lean:83
GroupApproximation.Full.SK02.stepThree_charFn_smul_mem	GroupApproximation/Manuscript/SimpleKazhdanSofic/Full/GeneralSimplicity/Endpoints.lean:302
GroupApproximation.Full.SK02.stepThree_eq_top_of_one_mem	GroupApproximation/Manuscript/SimpleKazhdanSofic/Full/GeneralSimplicity/Endpoints.lean:278
