STALE	22a0c140cef2	abb56744db26	0.76	280	structural	The last construction has none. | The last group has none.
STALE	2742335b7b65	bcc99703f838	0.89	1644	partial	Hull's proof treats $m=1$ by passing to $G/\normal{r}_G$ for one element $r$ and the general case by induction on $m$~\cite[proof of Theorem~7.1]{Hull}, so $\ker\varphi$ is the normal closure of $m$ elements and $Q$ is f | Hull's proof treats $m=1$ by passing to $G/\normal{r}_G$ for one element $r$ and the general case by induction on $m$, using his clause~(d), that $\varphi(N)$ is again suitable~\cite[proof of Theorem~7.1]{Hull}, so $\ker
STALE	30125ec98db7	664f4f34b841	0.81	234	formalized	Then $H\cong\EL_4(R)$, and $H$ is finitely generated, nontrivial, simple, has property~\textup{(T)}, and every homomorphism from $H$ to an MF group is trivial. So $H$ is not MF, and $C^*_{\mathrm r}(H)$ is separable and  | Every homomorphism from $H$ to an MF group is trivial. So $H$ is not MF, and $C^*_{\mathrm r}(H)$ is separable and stably finite but not MF, while $C^*_{\max}(H)$ is not finite: it contains a proper isometry.
STALE	4c2aacdde5bf	eefa8a852d05	0.87	1239	structural	For the converse we use Theorem~\ref{thm:full-defect-ring} in the following form. | We use Theorem~\ref{thm:full-defect-ring} in the following form.
STALE	5220a08c2507	0a882030dcd9	0.99	1629	structural	We use the following consequence of Hull's small cancellation theorem~\cite[Theorem~7.1(a), (b), and (e)]{Hull}. | We use the following consequence of Hull's small cancellation theorem~\cite[Theorem~7.1(a), (c), and (e)]{Hull}.
STALE	72af66964b20	a494a9e94d28	0.89	324	attribution	We recommend Eckhardt's writeup~\cite{Eckhardt}: a short, elementary proof that certain generalized wreath products are not MF\@. | Eckhardt's note~\cite{Eckhardt} gives a short, elementary proof that certain generalized wreath products are not MF\@.
STALE	8e6f029a8fbc	a16637da7249	0.92	66	formalized	We also construct a sofic group that is not MF, whose canonical trace on the maximal group $C^*$-algebra is amenable but not quasidiagonal, and a torsion-free group with no nontrivial homomorphism to an MF group. | We also construct a sofic group that is not MF, whose canonical trace on the maximal group $C^*$-algebra is amenable but not quasidiagonal, and a finitely presented torsion-free group with property~\textup{(T)} and no no
STALE	9930780730b1	8b1ec28a0e73	0.60	1719	partial	The algebra $C^*_{\mathrm r}(Q)$ is separable, unital, generated by two unitaries, simple, has a unique tracial state, has stable rank one, is stably finite, and is not MF\@. | It has a unique tracial state and stable rank one, and it is stably finite but not MF\@.
STALE	995146227d08	828a8cc4992b	0.93	830	formalized	Put $f=1-vw$, an idempotent with $fv=0=wf$, and | Put $f=1-vw$, an idempotent with $fv=0=wf$.
STALE	d281c2f5ee4e	61827aea7807	0.76	187	formalized	Second, for a normal property-\textup{(T)} subgroup $K\le\mathfrak D_G(L)$, a corona homomorphism nontrivial on $K$ compresses to a corner, renormalized by its own rank, on which the Kazhdan projection of $K$ vanishes wh | Its limiting trace is then the trivial character of $K$, which takes the value $1$ on that projection (Theorem~\ref{thm:normal-kazhdan}).\footnote{A Hilbert--Schmidt bound on the multiplicative defect does not give an op
STALE	f077e2b56a7b	523f02126056	0.80	324	formalized	Here the rigidity comes from the Kazhdan projection of $L$ in a norm matrix corona, which commutes with the compressor because the corona is stably finite, and the contradiction is a commutator $[ucu^{-1},\ell]\ne1$ that | Here the rigidity comes from the Kazhdan projection of $L$ in a norm matrix corona, which commutes with the compressor because the corona is stably finite, and the obstruction is a commutator $[ucu^{-1},\ell]\ne1$ that e
STALE	f7308dd7af88	29d7a8ccf93a	0.90	207	formalized	This happens once, in the universal unital associative ring $\mathcal C=\mathbb Z\langle s_0,s_1,t_0,t_1\rangle/ (t_is_j-\delta_{ij}:i,j\in\{0,1\})$, and $\EL_4(\mathcal C)$ then maps to every $\EL_n(R)$ below with norma | It suffices to do this once, in the universal unital associative ring $\mathcal C=\mathbb Z\langle s_0,s_1,t_0,t_1\rangle/ (t_is_j-\delta_{ij}:i,j\in\{0,1\})$, since $\EL_4(\mathcal C)$ maps to every $\EL_n(R)$ below wit
STALE	fd023c25704f	4daee6130a7d	0.79	1327	definition	A tracial state $\tau$ on $A$ is \emph{amenable} if there are u.c.p. | A tracial state $\tau$ on $A$ is \emph{amenable} if there are unital completely positive (u.c.p.
STALE	fd0d980f0cdb	113e60b5f202	0.89	66	formalized	The obstruction is a property-\textup{(T)} subgroup conjugated into a proper subgroup of itself, together with a normal property-\textup{(T)} subgroup of the resulting commutator defect. | The obstruction is a property-\textup{(T)} subgroup conjugated into a proper subgroup of itself, together with a property-\textup{(T)} subgroup of the resulting commutator defect that is normal in the whole group.
ROW	o-torsion-idem.tsv	LINE:1062	5970e738b4d9,ed1dd8699cf4	old:1062	formalized	GroupApproximation.Manuscript.OneSidedMFRadical.TorsionComplementaryIdempotents.PrintedTorsionComplementaryIdempotents GroupApproximation.Manuscript.OneSidedMFRadical.TorsionComplementaryIdempotents.manuscriptTorsionComplementaryIdempotents	prop:torsion-defect-ring, first clause; Rad_MF is the intro's MFQuotientUnits.mfHomKernel and EL_n(R,ReR) is relativeElementary at TwoSidedIdeal.span {1-st}
ROW	o-torsion-idem.tsv	LINE:1068	NONE	old:1068	formalized	GroupApproximation.Manuscript.OneSidedMFRadical.TorsionComplementaryIdempotents.manuscriptTorsionComplementaryIdempotents GroupApproximation.Manuscript.OneSidedMFRadical.TorsionComplementaryIdempotents.manuscriptPositiveCharacteristicDirectFiniteness	the two "in particular" clauses; the second is also stated without the s,t binders, which is what it says
ROW	o-torsion-idem.tsv	LINE:1073	057fe08fb3bb,1246801a6fc6,647f63b250b2,6efe099d7fdb,8113a9d8c968,84ce319a4f15,7eeed19cdc69	old:1073	formalized	GroupApproximation.Manuscript.NonMFSentences.HeadlineCitationSentences.manuscriptSentence_pairSubringElementaryPropertyT GroupApproximation.OneSidedCompressor.core_hasKazhdanPropertyT	S = Subring.closure {s,t} is finitely generated and EL_3(S) is Kazhdan by the repo's own EJZ theorem; core_hasKazhdanPropertyT puts it on coordinates 1,2,3 of E
ROW	o-torsion-idem.tsv	LINE:1075	NONE	old:1075	definition	GroupApproximation.Manuscript.OneSidedMFRadical.TorsionComplementaryIdempotents.fUnit	f_ij = s^i e t^j
ROW	o-torsion-idem.tsv	LINE:1076	NONE	old:1076	formalized	GroupApproximation.Manuscript.OneSidedMFRadical.TorsionComplementaryIdempotents.fUnit_mul GroupApproximation.Manuscript.OneSidedMFRadical.TorsionComplementaryIdempotents.fUnit_mul_self	f_ij f_kl = delta_jk f_il and f_ij^2 = 0 for i /= j, over a bare one-sided inverse pair
ROW	o-torsion-idem.tsv	LINE:1077	NONE	old:1077	formalized	GroupApproximation.Manuscript.OneSidedMFRadical.TorsionComplementaryIdempotents.lastDiag GroupApproximation.Manuscript.OneSidedMFRadical.TorsionComplementaryIdempotents.diagPlus_matrix GroupApproximation.Manuscript.OneSidedMFRadical.TorsionComplementaryIdempotents.diagMinus_matrix GroupApproximation.Manuscript.OneSidedMFRadical.TorsionComplementaryIdempotents.diagRoot_matrix	D(a) = diag(1,1,1,a) and D(1 +- f_ij) = [e_41(f_ii), e_14(+- f_ij)] in EL_4; lastDiag is the definition, the other three the identity
ROW	o-torsion-idem.tsv	LINE:1079	NONE	old:1079	definition	GroupApproximation.Manuscript.OneSidedMFRadical.TorsionComplementaryIdempotents.weylUnit GroupApproximation.Manuscript.OneSidedMFRadical.TorsionComplementaryIdempotents.weylUnit_val_word GroupApproximation.Manuscript.OneSidedMFRadical.TorsionComplementaryIdempotents.rUnit GroupApproximation.Manuscript.OneSidedMFRadical.TorsionComplementaryIdempotents.printedV	w_ij, r = w_14 w_25 and v = u D(r); w_ij is a unit because each printed factor is 1+x with x^2 = 0
ROW	o-torsion-idem.tsv	LINE:1081	NONE	old:1081	formalized	GroupApproximation.Manuscript.OneSidedMFRadical.TorsionComplementaryIdempotents.diagR_commute_core GroupApproximation.Manuscript.OneSidedMFRadical.TorsionComplementaryIdempotents.printedV_compresses_core	D(r) centralises L, hence v L v^-1 <= L
ROW	o-torsion-idem.tsv	LINE:1083	NONE	old:1083	definition	GroupApproximation.Manuscript.OneSidedMFRadical.TorsionComplementaryIdempotents.printedC GroupApproximation.Manuscript.OneSidedMFRadical.TorsionComplementaryIdempotents.printedY GroupApproximation.Manuscript.OneSidedMFRadical.TorsionComplementaryIdempotents.printedZ GroupApproximation.Manuscript.OneSidedMFRadical.TorsionComplementaryIdempotents.printedEllTwoOne GroupApproximation.Manuscript.OneSidedMFRadical.TorsionComplementaryIdempotents.printedB	c, y, z, l and B = <L,v,c,y>
ROW	o-torsion-idem.tsv	LINE:1086	ee85d796d83a,aeeaaeadaad3,bc99235426ad,5b7bdf2351a7,9627d330af8b,7634d6cc067b	old:1086	formalized	GroupApproximation.Manuscript.OneSidedMFRadical.TorsionComplementaryIdempotents.printedC_commute_core GroupApproximation.Manuscript.OneSidedMFRadical.TorsionComplementaryIdempotents.rUnit_conj_fUnit_zero_two GroupApproximation.Manuscript.OneSidedMFRadical.TorsionComplementaryIdempotents.rUnit_conj_fUnit_one_two GroupApproximation.Manuscript.OneSidedMFRadical.TorsionComplementaryIdempotents.fUnit_zero_two_mul_t_cube GroupApproximation.Manuscript.OneSidedMFRadical.TorsionComplementaryIdempotents.t_cube_mul_fUnit_four_five GroupApproximation.Manuscript.OneSidedMFRadical.TorsionComplementaryIdempotents.printedV_conj_printedC GroupApproximation.Manuscript.OneSidedMFRadical.TorsionComplementaryIdempotents.printedV_conj_printedZ	c in C_B(L), the four displayed identities, and the two conjugations they give
ROW	o-torsion-idem.tsv	LINE:1089	NONE	old:1089	formalized	GroupApproximation.Manuscript.OneSidedMFRadical.TorsionComplementaryIdempotents.printedDefectElt_eq GroupApproximation.Manuscript.OneSidedMFRadical.TorsionComplementaryIdempotents.printedY_printedDefectElt_commutator GroupApproximation.Manuscript.OneSidedMFRadical.TorsionComplementaryIdempotents.printedBZ_mem_printedDefect	d = [vcv^-1, l] = e_24(-f_02) in the printed defect, [y,d] = D(1-f_12) = z^-1, hence z in the defect
ROW	o-torsion-idem.tsv	LINE:1091	NONE	old:1091	formalized	GroupApproximation.Manuscript.OneSidedMFRadical.TorsionComplementaryIdempotents.printedZ_commute_core GroupApproximation.Manuscript.OneSidedMFRadical.TorsionComplementaryIdempotents.printedZ_commute_printedV GroupApproximation.Manuscript.OneSidedMFRadical.TorsionComplementaryIdempotents.printedZ_commute_printedC GroupApproximation.Manuscript.OneSidedMFRadical.TorsionComplementaryIdempotents.printedZ_commute_printedY GroupApproximation.Manuscript.OneSidedMFRadical.TorsionComplementaryIdempotents.printedZ_commute_printedB	z commutes with L, v, c, y, hence <z> is central in B
ROW	o-torsion-idem.tsv	LINE:1093	NONE	old:1093	formalized	GroupApproximation.Manuscript.OneSidedMFRadical.TorsionComplementaryIdempotents.printedZ_pow_eq_one GroupApproximation.Manuscript.OneSidedMFRadical.TorsionComplementaryIdempotents.printedZ_ne_one GroupApproximation.Manuscript.OneSidedMFRadical.TorsionComplementaryIdempotents.t_mul_fUnit_one_two_mul_s_sq GroupApproximation.Manuscript.OneSidedMFRadical.TorsionComplementaryIdempotents.one_add_pow_of_sq_zero	z^m = D(1 + m f_12) = 1 from me = 0, and z /= 1 from t f_12 s^2 = e /= 0
ROW	o-torsion-idem.tsv	LINE:1095	NONE	old:1095	formalized	GroupApproximation.Manuscript.OneSidedMFRadical.TorsionComplementaryIdempotents.printedBZ_zpowers_normal GroupApproximation.Manuscript.OneSidedMFRadical.TorsionComplementaryIdempotents.printedBZ_zpowers_finite GroupApproximation.Manuscript.OneSidedMFRadical.TorsionComplementaryIdempotents.printedZ_killed	<z> is a finite normal (central) Kazhdan subgroup inside the defect of B; the criterion applied to B kills z under every MF-target homomorphism, hence under eve
ROW	o-torsion-idem.tsv	LINE:1099	NONE	old:1099	formalized	GroupApproximation.Manuscript.OneSidedMFRadical.TorsionComplementaryIdempotents.printedZ_commutator_root GroupApproximation.Manuscript.OneSidedMFRadical.TorsionComplementaryIdempotents.printedT_commutator_root	the two displayed commutators
ROW	o-torsion-idem.tsv	LINE:1102	f40da910f45b,bbf924af98ec,885d8e36762a	old:1102	formalized	GroupApproximation.Manuscript.OneSidedMFRadical.TorsionComplementaryIdempotents.printedE21_killed_rank GroupApproximation.Manuscript.OneSidedMFRadical.TorsionComplementaryIdempotents.relativeElementary_span_le_fin GroupApproximation.Manuscript.OneSidedMFRadical.TorsionComplementaryIdempotents.not_isCDEOperatorMF_of_pair	killed, hence every e_ij(aeb) and hence EL_n(R,ReR); no sum representation of ReR is used, the coefficients killed by a normal subgroup are shown to form a two-
ROW	o-torsion-idem.tsv	LINE:1104	NONE	old:1104	formalized	GroupApproximation.Manuscript.OneSidedMFRadical.TorsionComplementaryIdempotents.manuscriptPositiveCharacteristicDirectFiniteness	pe = 0 in characteristic p, and the contrapositive
ROW	s-sec3a.tsv	LINE:775	NONE	old:775	structural	 	Section-opening prose (proof strategy overview); no standalone mathematical claim; content already carried by FullDefectRingSentences.manuscriptSentence_finitel
ROW	s-sec3a.tsv	LINE:787	NONE	old:787	formalized	GroupApproximation.Manuscript.OneSidedMFRadical.RankDescentPrinted.manuscriptTwoCopiesLemma	lem:two-copies statement (iff form, both directions); already landed pre-session
ROW	s-sec3a.tsv	LINE:797	NONE	old:797	partial	GroupApproximation.Manuscript.NonMFSentences.OneSidedSentences.manuscriptSentence_twoCopiesSetup	proof sentence: e=1-st, es=te=0; written, unlanded, pending probe/land
ROW	s-sec3a.tsv	LINE:799	NONE	old:799	partial	GroupApproximation.Manuscript.NonMFSentences.OneSidedSentences.manuscriptSentence_twoCopiesDefine	proof sentence: define v0,w0,v1,w1; written, unlanded, pending probe/land
