629f562df6bc	definition	GroupApproximation.Manuscript.NonMFSentences.PrintedOpAsymptoticRepresentation GroupApproximation.Manuscript.NonMFSentences.normalizeOne GroupApproximation.Manuscript.NonMFSentences.printedAsymptoticRepresentationNormalization GroupApproximation.OpAlmostRepresentation	ms-compress-1: tex 410-415 as printed, a structure with the field V_n(1) = 1; printedAsymptoticRepresentationNormalization shows it carries the same asymptotic data as OpAlmostRepresentation (whose docstring claim that V_n(1)=1 is built in is false) (LANDED aae8a52a1, probe GREEN 0913-171434-13022)
630db09c6f46	definition	GroupApproximation.Manuscript.NonMFSentences.adSequence GroupApproximation.Manuscript.NonMFSentences.manuscriptSentence_adSequenceBijective GroupApproximation.Manuscript.NonMFSentences.printedAdBijectionOfHSBoundedSequences	ms-compress-1: tex 434-436, Ad(V(g)) is a bijection of the Hilbert-Schmidt bounded sequences at the printed domain (Set.BijOn), closed endpoint (LANDED aae8a52a1)
daecb970c06a	formalized	GroupApproximation.Manuscript.OneSidedMFRadical.sentence_b21cf7f0f627 GroupApproximation.Manuscript.OneSidedMFRadical.sentence_993df6a79c44 GroupApproximation.Manuscript.OneSidedMFRadical.sentence_36cd63cf2803_isomorphism GroupApproximation.Manuscript.NonMFSentences.printedMatrixCoronaFinite_viaAmplification GroupApproximation.Manuscript.NonMFSentences.printedCoronaStablyFiniteViaAmplification	ms-compress-1: tex 455-456 along the printed route, M_k(A) finite because it is the corona of sizes km_n (matrixCoronaAmplificationEquiv); names the theorem sentence_36cd63cf2803_isomorphism instead of the Prop (LANDED aae8a52a1)
a8e4ac99b640	formalized	GroupApproximation.Manuscript.OneSidedMFRadical.allMFTargetsKill_iff_allCoronasKill GroupApproximation.Manuscript.NonMFSentences.PrintedAllMFTargetsKillIffAllCoronasKill GroupApproximation.Manuscript.NonMFSentences.printedAllMFTargetsKillIffAllCoronasKill	ms-compress-1: tex 364-366, closed named-Prop endpoint with #audit_closed_axioms (LANDED 43c01c44f, probe GREEN 0913-173237-77904)
3bd1b6ab184a	formalized	GroupApproximation.isCDEOperatorMF_of_faithful_corona_map GroupApproximation.Manuscript.NonMFSentences.PrintedFaithfulCoronaMapGivesMF GroupApproximation.Manuscript.NonMFSentences.printedFaithfulCoronaMapGivesMF	ms-compress-1: tex 366-368, closed named-Prop endpoint with #audit_closed_axioms (LANDED 43c01c44f, probe GREEN 0913-173237-77904)
fd2cafafd8fa	formalized	GroupApproximation.Manuscript.OneSidedMFRadical.CompressionCriterionSentences.manuscriptSentence_exactRepresentationCommutantDimensionCount GroupApproximation.Manuscript.NonMFSentences.PrintedExactRepresentationCommutantDimensionCount GroupApproximation.Manuscript.NonMFSentences.printedExactRepresentationCommutantDimensionCount	ms-compress-1: tex 395-400, closed named-Prop endpoint with #audit_closed_axioms (LANDED 43c01c44f, probe GREEN 0913-173237-77904)
240357aed76a	formalized	GroupApproximation.Manuscript.OneSidedMFRadical.CompressionCriterionSentences.manuscriptSentence_kazhdanProjectionAndStableFinitenessReplaceTheCount GroupApproximation.Manuscript.NonMFSentences.PrintedKazhdanProjectionAndStableFinitenessReplaceTheCount GroupApproximation.Manuscript.NonMFSentences.printedKazhdanProjectionAndStableFinitenessReplaceTheCount	ms-compress-1: tex 402-403, closed named-Prop endpoint with #audit_closed_axioms (LANDED 43c01c44f, probe GREEN 0913-173237-77904)
53fd5ea7d3d0	structural	GroupApproximation.WordGraph.language GroupApproximation.WordGraph.wordGraph	ms-compress-1 (census successor for chain-words, down): tex 1380, "First suppose X is a subshift over a finite alphabet." Setup of the subshift case. The subshift hypotheses appear as the ordinary hypotheses of the symbolic lemmas: shift invariance `∀ n, Set.MapsTo (shift n) X X`, closedness, and `[Finite A]`. No mathematical claim of its own. Carriers on origin 7c770d047 (root-reachable)
9bc3873fb872	definition	GroupApproximation.WordGraph.word GroupApproximation.WordGraph.language GroupApproximation.WordGraph.wordEdge GroupApproximation.WordGraph.wordGraph	ms-compress-1 (census successor for chain-words, down): tex 1380-1382, "Its word graph at level r has the length-r words as vertices and the length-(r+1) words as edges, from prefix to suffix." `language X n` is the words read at position 0 from points of X (all words, for shift-invariant X); `wordEdge X r u v` is a word of length r+1 with prefix `Fin.init` u and suffix `Fin.tail` v; `wordGraph X r : Digraph (language X r)`. Printed generality: any alphabet. LANDED 7c770d047, root-reachable
078684fc2a60	definition	GroupApproximation.WordGraph.IsCyclicEdge GroupApproximation.WordGraph.CycleCondition GroupApproximation.WordGraph.isCyclicEdge_zero	ms-compress-1 (census successor for chain-words, down): tex 1383-1384, "Call an edge cyclic if it lies on a directed cycle, and say the subshift satisfies the cycle condition if every edge of every word graph is cyclic." `IsCyclicEdge X r w` is w an edge and a directed path (ReflTransGen, which admits the loop) from its suffix back to its prefix, as "lies on a directed cycle"; `CycleCondition X` quantifies over every level r and every edge. LANDED 7c770d047, root-reachable
4bb19e581840	formalized	GroupApproximation.ChainCore.wordEdge_comp GroupApproximation.ChainCore.reflTransGen_wordEdge_comp GroupApproximation.ChainCore.isCyclicEdge_comp GroupApproximation.ChainCore.cycleCondition_image_comp GroupApproximation.ChainCore.cycleCondition_oneBlock_image	ms-compress-1 (census successor for chain-itinerary, down): tex 1432-1433, "Such maps preserve the cycle condition, since cycles map to closed walks." Along the printed route: a symbol map sends word-graph edges to edges, walks to walks (`reflTransGen_wordEdge_comp`) and so cyclic edges to cyclic edges (`isCyclicEdge_comp`); `cycleCondition_oneBlock_image` is the one-block instance ρ_lm. Proof-step lemmas whose only hypothesis is the printed cycle condition; plain `#audit_axioms` (classical allowlist enforced). LANDED dd08aab94 (OneBlockCycleCondition), unwired
b180421b55ab	partial	GroupApproximation.ChainCore.oneBlock_image_antitone GroupApproximation.ChainCore.isClosed_oneBlock_image GroupApproximation.ChainCore.iInter_oneBlock_image_eq GroupApproximation.ChainCore.cycleCondition_iInter_of_antitone GroupApproximation.ChainCore.cycleCondition_iInter_oneBlock_image GroupApproximation.ChainCore.cycleCondition_itinerary_image_generalCore	ms-compress-1 (census successor for chain-itinerary, down): tex 1439-1441, "The sets on its right decrease and satisfy the cycle condition; finite language stabilization proves that their intersection does too." Carried along the printed route: the sets ρ_lm(Y_l) decrease and are closed; cyclic edges depend only on the language (`isCyclicEdge_congr`); the decreasing finite languages stabilize to the language of the intersection (chain-subshift's `exists_image_eq_image_iInter_of_antitone`), so the intersection keeps the cycle condition. Partial: "satisfy the cycle condition" for ρ_lm(Y_l) needs the cores' cycle condition, which enters `cycleCondition_itinerary_image_generalCore` as the named hypothesis `hcore : ∀ l, CycleCondition (itineraryCore T (S l))`. That is tex 1411 (key 647f44a95b8a, planned `cycleCondition_coreSubshift`, owner ms-traces-3). LANDED dd08aab94 (ItineraryCoreCycleCondition), unwired
fe2bd83087c0	formalized	GroupApproximation.ChainCore.itinerary GroupApproximation.ChainCore.itinerarySubshift GroupApproximation.ChainCore.continuous_itinerary GroupApproximation.ChainCore.itinerary_zpow_apply GroupApproximation.ChainCore.isClosed_itinerarySubshift GroupApproximation.ChainCore.mapsTo_shift_itinerarySubshift GroupApproximation.ChainCore.itineraryCore GroupApproximation.ChainCore.isClosed_itineraryCore GroupApproximation.ChainCore.mapsTo_shift_itineraryCore GroupApproximation.ChainCore.itineraryCore_subset GroupApproximation.ChainCore.oneBlock GroupApproximation.ChainCore.continuous_oneBlock GroupApproximation.ChainCore.oneBlock_shift GroupApproximation.ChainCore.oneBlock_itinerary GroupApproximation.ChainCore.oneBlock_image_itinerarySubshift	ms-compress-1 re-grade of chain-itinerary's partial row (chain-itinerary down): tex 1429-1432, "Let π_m: X → X_m be their itinerary subshifts, and let Y_m be the cores just constructed. Refinement gives one-block factor maps ρ_lm: X_l → X_m." The residual of the old row ("the cores Y_m") is now carried by `itineraryCore T S := coreSubshift (itinerarySubshift T S)`, closed, shift-invariant and inside X_S (dd08aab94). The itinerary map, itinerary subshift and one-block factor maps (continuous, shift-commuting, ρ ∘ π_l = π_m, onto X_m) are carried by d616d6bcb. LANDED d616d6bcb and dd08aab94, unwired
ed348643e2ad	formalized	GroupApproximation.ChainCore.oneBlock_image_itineraryCore_subset GroupApproximation.ChainCore.mapsTo_comp_coreSubshift GroupApproximation.ChainCore.generalCore GroupApproximation.ChainCore.inverseLimitCore GroupApproximation.ChainCore.mem_inverseLimitCore GroupApproximation.ChainCore.isClosed_generalCore GroupApproximation.ChainCore.mapsTo_zpow_generalCore GroupApproximation.ChainCore.itinerary_image_generalCore GroupApproximation.ChainCore.preimage_itinerary_antitone	ms-compress-1 re-grade of chain-itinerary's partial row (chain-itinerary down): tex 1433-1438, "Thus ρ_lm(Y_l) ⊆ Y_m, and Y_* = ⋂_m π_m⁻¹(Y_m), π_m(Y_*) = ⋂_{l≥m} ρ_lm(Y_l)." The old residual ρ_lm(Y_l) ⊆ Y_m is `oneBlock_image_itineraryCore_subset`. Its proof uses the cyclic-edge characterization of the core (tex 1412, `mem_coreSubshift_iff`) with "cycles map to closed walks" (`isCyclicEdge_comp`), so it does not need tex 1411. Y_* is `generalCore T S := inverseLimitCore T (itineraryCore ...)`, and the second display is `itinerary_image_generalCore`. LANDED 61363f1b9 and dd08aab94, unwired
807793f12a5e	formalized	GroupApproximation.ChainCore.itinerary_image_inverseLimitCore GroupApproximation.ChainCore.itinerary_image_generalCore GroupApproximation.ChainCore.inverseLimitCore_nonempty	ms-compress-1 re-grade of chain-itinerary's partial row (chain-itinerary down): tex 1439, "The second equality follows from compactness in the fibers." The old residual (the instance for the cores) is `itinerary_image_generalCore`: `itinerary_image_inverseLimitCore` applied to the closed cores with ρ_lm(Y_l) ⊆ Y_m, via the nonempty intersection of the decreasing closed fibres. LANDED 61363f1b9 and dd08aab94, unwired
