w19-deligne-pull	deligne-nontrivial-maslov-opnorm-sectors-are-empty	0	7631c9f87d9e40bbec3586d01ecf2cd1df4d9d1f
w19-bh-pull	decidable-group-algebras-have-fp-cantor-crossed-hosts	0	0c05ae740758216985f502aebe3195873a7adc15
w19-bs-last1	fpbs-cs-barrier-hypothesis-fails-normal-cyclic	0	7f0879a78afaf39d5db26fc7316e840c8e6375c5
w19-bh-last1	v-times-rigid-topologically-free-sft-full-groups-are-fp	0	2a5a53e13bf523fd1ba863a7559945f1523b2b0d
w19-bs-pull	fpbs-nonunimodular-level-sets-break-identity-e	0	a489cd14516add12eae817858b92a5cd27e92cbc
w19-gs-last1	few-rest-type-reduction-is-per-group-binary-descent	0	dc8a7d819f7f0ea8cee9f63d49d3a92fddd9395a
w19-bs-break	fpbs-fixed-price-one-percolation-kernel	0	e8086679038d855e0002166ebc45eac582d323e5
w19-fp-pull	fpbs-bernoulli-cycle-tail-compactness	0	11404cfa4aaa6d6109d5c86aaefb23164727c8d8
w19-deligne-break	mod-s2-holomorphic-torelli-certificates-have-unbounded-mass	0	1ce21bd0ff8e52b02411ae14474c6e5e487e479b
w19-deligne-last1	deligne-schreier-complexes-have-a-uniform-third-cellular-floor	0	32c67ff9f9554868df75950d698e0d78d7ca0b74
w19-fp-last1	fpbs-mal-overfold-merges-never-help	0	3b3bad4d0ae20ce0d1d557f396efc11b1c3b8636
w19-gs-pull	dual-failures-give-constant-point-cover-pairs	0	f52070971fb3f91eba8eeea87d38370f90563931
w19-nh-last1	exterior-replica-converts-kyfan-witnesses-to-opnorm	0	64c6d37d325c4b366bb20a4df07471908f571257
w19-ptl-break	chromatic-mark-codes-are-metric-agnostic	0	bde6d36ae872d2226d30228352e53152039eab9b
w19-gs-break	two-output-control-circle-maps-lose-rank-at-most-surplus	0	0fa60d78565e01b1d794ee49a02ccbf59f20739f
w19-ptm-last1	lifted-thompson-t-is-not-mf	0	74b2ef403a56f250907964d1a1c9e3a0c7ff4751
w19-bh-break	wachter-weiss-check-mark-automaton-is-not-lift-presented	0	3d8425ac18c214d81ad27b8ede9fa002a145ad3f
w19-ptm-break	finite-index-compression-collapse-needs-only-model-gap	0	8e6177cab0840b18da8b1bdef560e5693f4284da
w19-nh-break	explicit-sl3-thin-codense-tau-pair	0	68d96b4e09cdbf7e0148c26f8aabd971dc22a364
w19-ptl-last1	thompson-t-pentagon-winding-rigidity-equals-full-radical	0	0b5c514d744645912c9aa75d390c071325c1997b
