w23-bh-last1	decidable-edge-tower-premise-is-equivalent-to-boone-higman	0	07b30acaed105cea5197f7d945166ab454735915
w23-fp-pull	fpbs-bernoulli-cost-usc-on-marked-groups	0	eb1d05dd234bab9827df98deadded1935f3d8a78
w23-bs-pull	fpbs-normal-subgroup-half-growth-floor	0	e6ca64bf360e997d804fa6ca116c27ce0e13845b
w23-deligne-last1	mod-s2-is-point-norm-matricially-stable	0	0ff4a31e5c56e28a9e767fa6262cd564f441c938
w23-bs-last1	fpbs-superset-pu-certificate-fails-on-237-triangle-group	0	02ea73fb09a190b1a63b88cb66c8d261dc149fb1
w23-fp-break	fpbs-mal-bernoulli-single-stage-floor	0	d5772d71c6edc86e6d09df14f2a0ff6c19c8d6fb
w23-deligne-break	mod-s2-normal-level-torelli-floors-are-coupled	0	d2c931ad7c9bc0f12580564e66b185ae66355c58
w23-gs-last1	pre-injective-automata-can-destroy-never-created-letters	0	e02d2c97099cbe63c1e3200f8e27f74b78181fda
w23-bs-break	fpbs-invariant-spines-iff-tight-forest-repair	0	9815e633e0734a787865b5a40fd61cab494b04f9
w23-bh-break	twisted-bt-towers-climb-the-polynomial-hierarchy	0	c58597b89a95f3407aea9e38daaa3bfeb421adbc
w23-fp-last1	fpbs-mal-depth-homology-certificates-are-fox-kernel-gaps	0	587f9f9a2a8f838ec84a7421be3972cd274f67a5
w23-deligne-pull	mod-s2-torelli-positive-relations-have-bounded-mass	0	261071ec21e74f9591b10c284b5f7943a0f39a2c
w23-gs-pull	pre-injective-si-cover-pairs-are-conjugacies	0	7489845284ccdd14b775907efd40be821a8e81da
w23-gs-break	pre-injective-count-raising-characterizes-nonamenability	0	eff8ecdf7c5f0a872cc16f64d79ff2a924714c13
w23-ptl-pull	lifted-thompson-t-is-not-mf	0	58a2b8666e60f009a8b67bc5e6883285933cac72
w23-nh-last1	universal-lattice-flexible-stability-forces-nonhyperlinear-group	0	bc1251a2bed6f83657745f0ebfc7b300565a0eca
w23-titz-pull	clifford-witness-refutes-kazhdan-profile-regularization	0	82e7b4596ceb0030a451c5110728c626761bb400
w23-ptl-break	path-algebra-stable-half-is-universal-char-two-stability	0	3cee9a5e809541ef1ba20757148eaa76ff0f0caa
w23-ptm-pull	lifted-thompson-t-is-not-mf	0	aaac7fe24331b6a49700e4c87315cd20940806d4
w23-ptm-break	virtually-abelian-higman-tuples-collapse-opnorm	0	177d288ea0967953b87c7c5a49f83e84cbc3a6f9
w23-titz-break	torsion-free-sofic-exact-mf-radical-over-z	0	261f7db01d6a4ecf2bbc6057086b402e736b45b2
w23-ptm-last1	thompson-t-escapes-quotient-free-mf-permanence-closure	0	a3b03d8eb498fc8e8f63a5de403789f86d012ac1
w23-nh-break	pu-ultraproduct-normal-subgroup-lattice-is-not-distributive	0	e5825e208e1cbbe3abeeb5b17e367bceef447ef1
w23-ugc-last1	f2-cayley-dominance-size-eight-class-is-exactly-22-21	0	f3dda9000463207228ab5b43a03cd5a10e449178
w23-ptl-last1	thompson-t-has-full-mf-radical	0	5e5ea7e949b2f42308a46624c2e2b682570626d9
w23-z-break	jones-subgroup-coset-spaces-carry-invariant-orders	0	d8395bb508a5b70a494683794d12402c2ed30fe1
w23-titz-last1	titz-witzel-gate-small-models-defect-mark-ratio-four-thirds	0	27bba1dc01e428f2b794a7cde6869502ad4752ff
w23-nh-pull	algebraic-compact-action-envelope-for-non-ce-relation	0	ee53c424ad7388136179c05e4b9e922d92c3eaeb
w23-z-last1	bf-n-r-pulled-back-characters-follow-endpoint-hull	0	a9a3fb9ba9769bf5bffa02b34ef1c0ddde79ea3f
w23-ugc-pull	parity-leaking-branch-selectors-reach-near-perfect-completeness	0	1aab20991437865e4dcb2f5015d5311e3f613c61
w23-ugc-break	hadamard-gadget-crosses-padding-line	0	dc97280b904bf94fcca55c5bb5a51cdf5edf60aa
w23-f-last1	coarsening-derivatives-are-block-rigid-and-window-avoiding	0	6b139297802bdba02d55820ed201064052ecce12
w23-nv-pull	distorted-z2-with-hyperbolic-normalizer-in-nv-has-a-free-locus	0	41325933c90dba86eeff491ea4080d89ded3ab2c
w23-ptm-follow	separated-ring-linear-seeds-reduce-to-char-p-or-deep-radical	0	38f3ed99b30e77ad253b421e60ba76a61b52a823
w23-nv-break	full-shift-full-group-has-infinite-normal-relative-t-subgroup	0	960aa1343861cd732d2d17a9b6ae7201de3ec48e
w23-nv-last1	brin-thompson-2v-three-pass-fibre-products-miss-the-baker-map	0	f1649720d1beb6ac99a83ffc979e1e0adf78d593
w23-bh-follow	pl-chain-germ-group-has-empty-bns-invariant	0	2b214045b2c6757885e32ef52cfe8e0b9a90d2a4
w23-bs-follow	fpbs-relative-dt-green-threshold-splits-identity-e	0	d08a7c56e9b2c24a475ccdcd6d1197ac6425d801
w23-ptl-follow	unconfined-quasi-regular-algebras-lack-algebraic-infiniteness	0	6f41690699de2dc1c4165a7f914e09823208e3e2
w23-f-break	thompson-f-scale-limit-merge-affinity-forces-rank-locality	0	a3c84d9543954f009f3fd1385a9913231dcb8758
w23-nh-follow	free-algebra-elementary-group-is-flexibly-hs-stable	0	88d0934e11bbc41790056cf0de89c9121f124fbc
