w22-gs-break	stochastic-automaton-sections-do-not-force-injectivity	0	e4025d3f9d2dd3aaa10a0ec0c0b3e0741a62a5b9
w22-bh-last1	bh-embeddability-survives-decidable-edge-hnn	0	2290bff794ab9161a60911d90e4ade9f2fe4ae3a
w22-bh-pull	leavitt-units-are-not-conjugate-to-diagonal-copies	0	bda9198e395670e70907e93c88a31c00f10987b1
w22-bs-last1	fpbs-cs-set-family-hypothesis-fails-commuting-normal-cross	0	36872e75171573166ab5eac3323b7e0a31b9178f
w22-fp-break	fpbs-mal-bernoulli-single-stage-floor	0	5617afb4db4d01ac4cba41715bed62d9c5a89056
w22-deligne-pull	mod-s2-small-constituents-collapse-to-torelli-abelian-reduction	0	3ba87e1927501fe251e5654e0e5a9a4a4e3d1f57
w22-deligne-break	deligne-finite-parameter-group-has-period-prime-to-three	0	dc2213ebac1442469ad761c7684ebef8fca894ec
w22-bs-break	fpbs-quotient-dt-threshold-is-quotient-l2-threshold	0	382531adff746f0fe49e515377a70a28c472a6fc
w22-bs-pull	fpbs-percolation-kesten-normal-gap	0	a86183953b7ffc610a71bf181d1dcd398e07f84a
w22-deligne-last1	mod-s2-torelli-abelian-census-limit-is-positive	0	dd1fb793622da171bbebe113665c92affa206788
w22-fp-pull	fpbs-mal-sibling-bns-kernels-have-finite-cost	0	e6948bb17867b378e6778f78c4b557690bab5776
w22-bh-break	sl4z-matricially-stable	0	c4549109d1a478d34d43804390f0b5a8209da5f3
w22-gs-pull	boundedly-controlled-torus-maps-lose-rank-linearly-in-surplus	0	e0b92c387a009bcb0d3166e0b09bcc1a3c352020
w22-gs-last1	free-group-bank-sfts-path-mix-but-are-not-strongly-irreducible	0	2c18338e8d7e547aa0cf5d0b237a3a9bbbe450f3
w22-ptl-last1	stably-finite-msg-rung-is-one-universal-algebra	0	55b3a071d148b739f7057e8f89782a3618d089be
w22-nh-last1	agent-leavitt-not-bcs-negative-root-corner	0	9d1e3f7f0a1fd70c2e71a478146f24bfaea32957
w22-nh-break	thompson-template-area-sees-only-faithful-coefficients	0	66b3adf2432c947318fc8549e32ebb79509989ea
w22-nh-pull	invariant-norm-ratio-witnesses-localize-hyperlinear	0	2d6698270360d25f18308ca70cff986aea708e4b
w22-ptm-pull	lifted-thompson-t-is-not-mf	0	e0b24443eb0d13655ecce6e10a6e36fbd1d97c72
w22-ptl-break	thompson-t-low-defect-pairs-are-spectrally-balanced	0	cc90b5844ec523d0369873ce3b5a6671e78d65f1
w22-ptl-pull	thompson-v-is-an-r5-quotient-of-s4-amalgam-s3	0	f5ba87846591552d163e7ee96d1050388022884e
w22-z-follow	piecewise-baker-torus-lifts-force-monomial-lamp-linear-parts	0	9c4e85013c180de98078c85d42a8f9f00a1bbec9
w22-ptm-last1	lifted-thompson-t-shift-template-dies-for-all-words	0	85f5c5bb58e3ba4a9359f457bb09d4e4980cd9cd
w22-titz-last1	torsion-free-lef-kazhdan-kernel-with-exact-mapping-torus-radical	0	fb22aa26703c859f7a2b31d39b5fb0d46e6323d3
w22-fp-last1	fpbs-mal-overfold-merges-never-help	0	676d7431f2d61709a54c05bf4efa57fb35ca1b69
